,ID_MN_RESI,NU_IDADE_N,p
897,421190.0,25.11111111111111,0.7724399494311
898,421260.0,21.5,0.7342192691029901
899,421280.0,31.0,0.815668202764977
900,421320.0,23.0,0.7515527950310559
901,421360.0,20.899558599695585,0.7265834258160387
902,421390.0,8.0,0.2857142857142858
903,421470.0,22.0,0.7402597402597403
904,421580.0,27.142857142857142,0.7894736842105263
905,421620.0,18.5,0.6911196911196911
906,421630.0,10.833333333333334,0.4725274725274726
907,421660.0,21.142857142857142,0.7297297297297298
908,421740.0,20.712962962962965,0.7241203141963088
909,421750.0,15.75,0.6371882086167802
910,421830.0,52.0,0.8901098901098901
911,421870.0,20.483333333333334,0.7210275485295827
912,421917.0,18.0,0.6825396825396826
913,421930.0,21.0,0.7278911564625851
914,430060.0,11.263888888888888,0.4926898009512066
915,430160.0,48.0,0.8809523809523809
916,430210.0,16.683333333333334,0.6574853717710861
917,430310.0,12.863636363636363,0.5557799091367996
918,430460.0,30.428571428571427,0.812206572769953
919,430463.0,43.0,0.867109634551495
920,430470.0,18.0,0.6825396825396826
921,430485.0,18.0,0.6825396825396826
922,430640.0,21.0,0.7278911564625851
923,430770.0,13.666666666666668,0.5818815331010454
924,430920.0,12.881152968036528,0.5563839876395209
925,431020.0,27.5,0.7922077922077922
926,431130.0,17.0,0.6638655462184875
927,431490.0,23.732222222222223,0.7592182619571543
928,431760.0,27.0,0.7883597883597884
929,431870.0,21.104166666666668,0.7292342405866592
931,432000.0,20.11111111111111,0.7158642462509867
932,432160.0,22.63888888888889,0.747589833479404
933,432195.0,17.5,0.6734693877551021
934,432240.0,26.0,0.7802197802197802
935,432250.0,29.0,0.8029556650246306
936,432300.0,10.270833333333334,0.44363952477542745
937,500270.0,23.87820512820513,0.7606903163950144
938,500830.0,26.458333333333332,0.7840269966254219
941,510760.0,15.0,0.6190476190476191
944,520060.0,40.0,0.8571428571428572
945,520110.0,14.0,0.5918367346938777
946,520140.0,6.520833333333333,0.12368781378366056
947,520549.0,25.0,0.7714285714285715
949,520870.0,23.083333333333332,0.7524497163486333
951,521250.0,25.5,0.7759103641456583
952,521830.0,36.0,0.8412698412698413
953,521860.0,23.0,0.7515527950310559
954,530010.0,22.363636363636363,0.7444831591173056
